wet.dry,pd.day,pop.unit,site.id,var.measure,var.measure.unit,var.val
Wet,Day,Mukoma Gypsies,L05,Predator occupancy (lions/km2),Density,10
Wet,Day,Mukoma Gypsies,E09,Predator occupancy (lions/km2),Density,18
Dry,Night,Mukoma Gypsies,L05,Predator occupancy (lions/km2),Density,2
Wet,Night,Mukoma Gypsies,E09,Predator occupancy (lions/km2),Density,1
Wet,Day,Mukoma Gypsies,L03,Predator occupancy (lions/km2),Density,0
Dry,Day,Mukoma Gypsies,L03,Predator occupancy (lions/km2),Density,8
Dry,Day,Mukoma Gypsies,E10,Predator occupancy (lions/km2),Density,20
Wet,Day,Mukoma Gypsies,K08,Predator occupancy (lions/km2),Density,32
Dry,Night,Mukoma Gypsies,L03,Predator occupancy (lions/km2),Density,23
Wet,Day,Mukoma Gypsies,L04,Predator occupancy (lions/km2),Density,31
Dry,Day,Mukoma Gypsies,L04,Predator occupancy (lions/km2),Density,12
Wet,Night,Mukoma Gypsies,L04,Predator occupancy (lions/km2),Density,4
Dry,Night,Mukoma Gypsies,J13,Predator occupancy (lions/km2),Density,52
Dry,Night,Mukoma Gypsies,K12,Predator occupancy (lions/km2),Density,2
Wet,Day,Mukoma Gypsies,K13,Predator occupancy (lions/km2),Density,23
Dry,Day,Mukoma Gypsies,L13,Predator occupancy (lions/km2),Density,40
Wet,Night,Mukoma Gypsies,L05,Predator occupancy (lions/km2),Density,27
Dry,Night,Mukoma Gypsies,E09,Predator occupancy (lions/km2),Density,15
Wet,Day,Mukoma Gypsies,E10,Predator occupancy (lions/km2),Density,28
Dry,Day,Mukoma Gypsies,J13,Predator occupancy (lions/km2),Density,12
Dry,Day,Mukoma Gypsies,E11,Predator occupancy (lions/km2),Density,21
Dry,Day,Mukoma Gypsies,L05,Predator occupancy (lions/km2),Density,28
Wet,Day,Mukoma Gypsies,J13,Predator occupancy (lions/km2),Density,42
Wet,Night,Mukoma Gypsies,J13,Predator occupancy (lions/km2),Density,38
Dry,Night,Barafu,P08,Prey kill risk (index),Index,9
Dry,Day,Barafu,I02,Prey kill risk (index),Index,35
Dry,Day,Barafu,P08,Prey kill risk (index),Index,46
Wet,Night,Barafu,P08,Prey kill risk (index),Index,13
Wet,Night,Barafu,J05,Prey kill risk (index),Index,51
Wet,Day,Barafu,I02,Prey kill risk (index),Index,8
Dry,Day,Barafu,I04,Prey kill risk (index),Index,51
Dry,Day,Barafu,P09,Prey kill risk (index),Index,13
Wet,Night,Barafu,J06,Prey kill risk (index),Index,21
Wet,Day,Barafu,P08,Prey kill risk (index),Index,20
Wet,Day,Barafu,P10,Prey kill risk (index),Index,29
Wet,Day,Barafu,Q08,Prey kill risk (index),Index,7
Wet,Night,Barafu,I02,Prey kill risk (index),Index,19
Dry,Night,Barafu,J06,Prey kill risk (index),Index,24
Dry,Night,Barafu,P07,Prey kill risk (index),Index,15
Dry,Day,Barafu,I03,Prey kill risk (index),Index,41
Wet,Night,Barafu,I03,Prey kill risk (index),Index,34
Dry,Night,Barafu,I03,Prey kill risk (index),Index,32
Wet,Day,Barafu,P09,Prey kill risk (index),Index,4
Dry,Night,Barafu,J05,Prey kill risk (index),Index,3
Wet,Day,Barafu,J06,Prey kill risk (index),Index,6
Wet,Night,Barafu,P09,Prey kill risk (index),Index,47
Dry,Night,Barafu,P09,Prey kill risk (index),Index,31
Wet,Night,Barafu,I08,Prey kill risk (index),Index,14
Wet,Day,Barafu,J07,Prey kill risk (index),Index,48
Dry,Day,Barafu,J07,Prey kill risk (index),Index,31
Wet,Night,Barafu,J07,Prey kill risk (index),Index,25
Dry,Night,Barafu,J07,Prey kill risk (index),Index,44
Wet,Day,Barafu,J08,Prey kill risk (index),Index,16
Dry,Day,Barafu,J08,Prey kill risk (index),Index,10
Wet,Day,Barafu,I07,Prey kill risk (index),Index,26
Wet,Day,Barafu,I04,Prey kill risk (index),Index,4
Wet,Night,Barafu,P05,Prey kill risk (index),Index,2
Dry,Night,Barafu,P05,Prey kill risk (index),Index,57
Wet,Day,Barafu,P06,Prey kill risk (index),Index,41
Dry,Day,Barafu,I08,Prey kill risk (index),Index,25
Wet,Night,Barafu,J09,Prey kill risk (index),Index,17
Dry,Night,Barafu,J09,Prey kill risk (index),Index,9
Wet,Day,Barafu,J10,Prey kill risk (index),Index,47
Dry,Day,Barafu,J10,Prey kill risk (index),Index,33
Dry,Night,Barafu,I02,Prey kill risk (index),Index,30
Wet,Day,Barafu,I03,Prey kill risk (index),Index,28
Wet,Day,Barafu,J11,Prey kill risk (index),Index,44
Dry,Day,Barafu,J11,Prey kill risk (index),Index,21
Dry,Day,Barafu,I07,Prey kill risk (index),Index,36
Dry,Night,Barafu,J11,Prey kill risk (index),Index,52
Wet,Day,Barafu,J12,Prey kill risk (index),Index,36
Dry,Day,Barafu,J12,Prey kill risk (index),Index,37
Wet,Night,Barafu,J12,Prey kill risk (index),Index,6
Dry,Night,Barafu,J12,Prey kill risk (index),Index,46
Wet,Day,Barafu,J13,Prey kill risk (index),Index,9
Dry,Day,Barafu,J13,Prey kill risk (index),Index,11
Dry,Day,Barafu,P10,Prey kill risk (index),Index,11
Wet,Night,Barafu,P10,Prey kill risk (index),Index,43
Dry,Night,Barafu,P10,Prey kill risk (index),Index,37
Wet,Night,Barafu,J04,Prey kill risk (index),Index,9
Dry,Night,Barafu,J04,Prey kill risk (index),Index,6
Wet,Night,Barafu,J11,Prey kill risk (index),Index,23
Dry,Day,Barafu,J05,Prey kill risk (index),Index,15
Dry,Day,Barafu,O12,Prey kill risk (index),Index,35
Wet,Night,Barafu,O12,Prey kill risk (index),Index,0
Dry,Day,Barafu,J06,Prey kill risk (index),Index,0
Wet,Day,Barafu,O13,Prey kill risk (index),Index,28
Dry,Day,Barafu,O13,Prey kill risk (index),Index,38
Dry,Night,Barafu,I08,Prey kill risk (index),Index,21
Wet,Day,Barafu,I09,Prey kill risk (index),Index,26
Dry,Day,Barafu,I09,Prey kill risk (index),Index,32
Wet,Night,Barafu,I09,Prey kill risk (index),Index,6
Dry,Night,Barafu,I09,Prey kill risk (index),Index,53
Wet,Day,Barafu,I10,Prey kill risk (index),Index,17
Wet,Day,Barafu,J05,Prey kill risk (index),Index,27
Dry,Day,Barafu,P05,Prey kill risk (index),Index,21
Wet,Night,Barafu,H12,Prey kill risk (index),Index,15
Dry,Night,Barafu,H12,Prey kill risk (index),Index,39
Wet,Day,Barafu,H13,Prey kill risk (index),Index,30
Dry,Day,Barafu,H13,Prey kill risk (index),Index,27
Wet,Night,Barafu,H13,Prey kill risk (index),Index,51
Dry,Night,Barafu,H13,Prey kill risk (index),Index,56
Dry,Night,Barafu,Q07,Prey kill risk (index),Index,40
Dry,Day,Barafu,K09,Prey kill risk (index),Index,22
Wet,Night,Barafu,J10,Prey kill risk (index),Index,12
Dry,Night,Barafu,J10,Prey kill risk (index),Index,17
Dry,Night,Barafu,Q08,Prey kill risk (index),Index,27
Wet,Day,Barafu,Q09,Prey kill risk (index),Index,31
Dry,Day,Barafu,Q09,Prey kill risk (index),Index,13
Wet,Night,Barafu,Q09,Prey kill risk (index),Index,35
Dry,Night,Barafu,Q09,Prey kill risk (index),Index,31
Wet,Day,Barafu,Q10,Prey kill risk (index),Index,11
Dry,Day,Barafu,Q10,Prey kill risk (index),Index,18
Wet,Night,Barafu,I04,Prey kill risk (index),Index,4
Dry,Night,Barafu,I04,Prey kill risk (index),Index,41
Wet,Day,Barafu,I05,Prey kill risk (index),Index,31
Dry,Day,Barafu,I05,Prey kill risk (index),Index,54
Wet,Night,Barafu,I05,Prey kill risk (index),Index,11
Dry,Night,Barafu,I05,Prey kill risk (index),Index,42
Wet,Day,Barafu,I06,Prey kill risk (index),Index,50
Dry,Day,Barafu,I06,Prey kill risk (index),Index,45
Wet,Night,Barafu,I06,Prey kill risk (index),Index,40
Dry,Night,Barafu,I06,Prey kill risk (index),Index,25
Wet,Day,Barafu,Q13,Prey kill risk (index),Index,44
Wet,Night,Barafu,I07,Prey kill risk (index),Index,38
Dry,Night,Barafu,O12,Prey kill risk (index),Index,36
Wet,Day,Barafu,I08,Prey kill risk (index),Index,24
Wet,Day,Barafu,R05,Prey kill risk (index),Index,46
Wet,Night,Barafu,O13,Prey kill risk (index),Index,33
Dry,Night,Barafu,O13,Prey kill risk (index),Index,39
Wet,Day,Barafu,P04,Prey kill risk (index),Index,23
Dry,Day,Barafu,P04,Prey kill risk (index),Index,6
Wet,Night,Barafu,P04,Prey kill risk (index),Index,11
Dry,Night,Barafu,P04,Prey kill risk (index),Index,12
Wet,Day,Barafu,P05,Prey kill risk (index),Index,51
Dry,Day,Barafu,H12,Prey kill risk (index),Index,23
Wet,Night,Barafu,I10,Prey kill risk (index),Index,27
Dry,Night,Barafu,I10,Prey kill risk (index),Index,24
Wet,Day,Barafu,I11,Prey kill risk (index),Index,10
Dry,Day,Barafu,I11,Prey kill risk (index),Index,14
Wet,Night,Barafu,I11,Prey kill risk (index),Index,31
Dry,Night,Barafu,I11,Prey kill risk (index),Index,5
Wet,Day,Barafu,I12,Prey kill risk (index),Index,9
Dry,Day,Barafu,I12,Prey kill risk (index),Index,33
Dry,Day,Barafu,Q08,Prey kill risk (index),Index,24
Wet,Night,Barafu,Q08,Prey kill risk (index),Index,20
Dry,Night,Barafu,I12,Prey kill risk (index),Index,27
Wet,Day,Barafu,I13,Prey kill risk (index),Index,18
Dry,Day,Barafu,I13,Prey kill risk (index),Index,45
Wet,Night,Barafu,I13,Prey kill risk (index),Index,14
Dry,Night,Barafu,I13,Prey kill risk (index),Index,28
Wet,Day,Barafu,J02,Prey kill risk (index),Index,20
Dry,Day,Barafu,J02,Prey kill risk (index),Index,35
Wet,Night,Barafu,J02,Prey kill risk (index),Index,6
Dry,Night,Barafu,J02,Prey kill risk (index),Index,33
Wet,Day,Barafu,J03,Prey kill risk (index),Index,14
Dry,Day,Barafu,J03,Prey kill risk (index),Index,22
Wet,Night,Barafu,J03,Prey kill risk (index),Index,17
Dry,Night,Barafu,J03,Prey kill risk (index),Index,41
Wet,Day,Barafu,J04,Prey kill risk (index),Index,35
Dry,Day,Barafu,J04,Prey kill risk (index),Index,6
Wet,Night,Barafu,R13,Prey kill risk (index),Index,49
Dry,Night,Barafu,R13,Prey kill risk (index),Index,40
Wet,Day,Barafu,S07,Prey kill risk (index),Index,10
Dry,Day,Barafu,S07,Prey kill risk (index),Index,27
Wet,Night,Barafu,S07,Prey kill risk (index),Index,11
Dry,Night,Barafu,S07,Prey kill risk (index),Index,33
Wet,Day,Barafu,S08,Prey kill risk (index),Index,5
Dry,Day,Barafu,R05,Prey kill risk (index),Index,26
Wet,Night,Barafu,R05,Prey kill risk (index),Index,14
Dry,Night,Barafu,R05,Prey kill risk (index),Index,40
Wet,Day,Barafu,R06,Prey kill risk (index),Index,13
Dry,Day,Barafu,R06,Prey kill risk (index),Index,27
Wet,Night,Barafu,R06,Prey kill risk (index),Index,35
Dry,Night,Barafu,R06,Prey kill risk (index),Index,49
Dry,Day,Barafu,I10,Prey kill risk (index),Index,24
Dry,Day,Barafu,S10,Prey kill risk (index),Index,27
Wet,Night,Barafu,J08,Prey kill risk (index),Index,27
Dry,Night,Barafu,J08,Prey kill risk (index),Index,4
Wet,Day,Barafu,J09,Prey kill risk (index),Index,10
Dry,Day,Barafu,J09,Prey kill risk (index),Index,0
Wet,Day,Barafu,M07,Prey kill risk (index),Index,23
Dry,Day,Barafu,M07,Prey kill risk (index),Index,33
Wet,Night,Barafu,M07,Prey kill risk (index),Index,19
Dry,Night,Barafu,M07,Prey kill risk (index),Index,26
Wet,Day,Barafu,M08,Prey kill risk (index),Index,20
Dry,Day,Barafu,M08,Prey kill risk (index),Index,29
Wet,Night,Barafu,M08,Prey kill risk (index),Index,4
Dry,Night,Barafu,M08,Prey kill risk (index),Index,32
Wet,Day,Barafu,M09,Prey kill risk (index),Index,34
Dry,Day,Barafu,M09,Prey kill risk (index),Index,42
Wet,Night,Barafu,M09,Prey kill risk (index),Index,27
Dry,Night,Barafu,M09,Prey kill risk (index),Index,1
Wet,Day,Barafu,M10,Prey kill risk (index),Index,6
Dry,Day,Barafu,M10,Prey kill risk (index),Index,13
Wet,Night,Barafu,M10,Prey kill risk (index),Index,28
Dry,Night,Barafu,M10,Prey kill risk (index),Index,19
Wet,Night,Barafu,J13,Prey kill risk (index),Index,27
Dry,Night,Barafu,J13,Prey kill risk (index),Index,31
Wet,Day,Barafu,K03,Prey kill risk (index),Index,26
Wet,Day,Barafu,P11,Prey kill risk (index),Index,26
Dry,Day,Barafu,P11,Prey kill risk (index),Index,28
Wet,Night,Barafu,P11,Prey kill risk (index),Index,43
Dry,Night,Barafu,P11,Prey kill risk (index),Index,35
Wet,Day,Barafu,P12,Prey kill risk (index),Index,3
Dry,Day,Barafu,P12,Prey kill risk (index),Index,18
Wet,Night,Barafu,P12,Prey kill risk (index),Index,21
Dry,Night,Barafu,P12,Prey kill risk (index),Index,28
Dry,Day,Barafu,S08,Prey kill risk (index),Index,25
Wet,Night,Barafu,S08,Prey kill risk (index),Index,34
Dry,Night,Barafu,S08,Prey kill risk (index),Index,0
Wet,Day,Barafu,S09,Prey kill risk (index),Index,19
Dry,Day,Barafu,S09,Prey kill risk (index),Index,44
Wet,Night,Barafu,S09,Prey kill risk (index),Index,45
Dry,Night,Barafu,S09,Prey kill risk (index),Index,9
Wet,Day,Barafu,S10,Prey kill risk (index),Index,3
Wet,Day,Barafu,Q06,Prey kill risk (index),Index,33
Dry,Day,Barafu,Q06,Prey kill risk (index),Index,15
Wet,Night,Barafu,Q06,Prey kill risk (index),Index,11
Dry,Night,Barafu,Q06,Prey kill risk (index),Index,38
Wet,Day,Barafu,Q07,Prey kill risk (index),Index,31
Dry,Day,Barafu,Q07,Prey kill risk (index),Index,8
Wet,Night,Barafu,Q07,Prey kill risk (index),Index,42
Wet,Night,Barafu,N06,Prey kill risk (index),Index,3
Dry,Night,Barafu,N06,Prey kill risk (index),Index,23
Wet,Day,Barafu,N07,Prey kill risk (index),Index,22
Dry,Day,Barafu,N07,Prey kill risk (index),Index,14
Wet,Night,Barafu,N07,Prey kill risk (index),Index,1
Dry,Night,Barafu,N07,Prey kill risk (index),Index,39
Wet,Day,Barafu,N08,Prey kill risk (index),Index,40
Dry,Day,Barafu,N08,Prey kill risk (index),Index,2
Wet,Night,Barafu,N08,Prey kill risk (index),Index,31
Dry,Night,Barafu,N08,Prey kill risk (index),Index,55
Wet,Day,Barafu,N09,Prey kill risk (index),Index,5
Dry,Day,Barafu,N09,Prey kill risk (index),Index,32
Wet,Night,Barafu,N09,Prey kill risk (index),Index,38
Dry,Night,Barafu,N09,Prey kill risk (index),Index,30
Wet,Day,Barafu,N10,Prey kill risk (index),Index,41
Dry,Day,Barafu,N10,Prey kill risk (index),Index,28
Wet,Night,Barafu,N10,Prey kill risk (index),Index,24
Dry,Night,Barafu,N10,Prey kill risk (index),Index,19
Wet,Day,Barafu,N11,Prey kill risk (index),Index,40
Dry,Day,Barafu,N11,Prey kill risk (index),Index,3
Wet,Night,Barafu,N11,Prey kill risk (index),Index,45
Dry,Night,Barafu,N11,Prey kill risk (index),Index,26
Dry,Day,Barafu,Q13,Prey kill risk (index),Index,19
Dry,Night,Barafu,I07,Prey kill risk (index),Index,6
Dry,Night,Barafu,Q13,Prey kill risk (index),Index,36
Dry,Day,Barafu,L04,Prey kill risk (index),Index,24
Wet,Night,Barafu,L04,Prey kill risk (index),Index,44
Dry,Night,Barafu,L04,Prey kill risk (index),Index,9
Wet,Day,Barafu,L05,Prey kill risk (index),Index,46
Dry,Day,Barafu,L05,Prey kill risk (index),Index,5
Wet,Night,Barafu,L05,Prey kill risk (index),Index,17
Dry,Night,Barafu,L05,Prey kill risk (index),Index,1
Wet,Day,Barafu,L06,Prey kill risk (index),Index,32
Wet,Day,Barafu,R07,Prey kill risk (index),Index,43
Dry,Day,Barafu,R07,Prey kill risk (index),Index,9
Wet,Night,Barafu,R07,Prey kill risk (index),Index,2
Dry,Night,Barafu,R07,Prey kill risk (index),Index,22
Wet,Day,Barafu,R08,Prey kill risk (index),Index,17
Dry,Day,Barafu,R08,Prey kill risk (index),Index,27
Wet,Night,Barafu,R08,Prey kill risk (index),Index,55
Dry,Night,Barafu,R08,Prey kill risk (index),Index,27
Wet,Day,Barafu,R09,Prey kill risk (index),Index,43
Dry,Day,Barafu,R09,Prey kill risk (index),Index,42
Wet,Night,Barafu,I12,Prey kill risk (index),Index,38
Dry,Day,Barafu,O07,Prey kill risk (index),Index,3
Wet,Night,Barafu,O07,Prey kill risk (index),Index,48
Dry,Night,Barafu,O07,Prey kill risk (index),Index,29
Wet,Day,Barafu,O08,Prey kill risk (index),Index,29
Dry,Day,Barafu,O08,Prey kill risk (index),Index,46
Wet,Night,Barafu,O08,Prey kill risk (index),Index,40
Dry,Night,Barafu,O08,Prey kill risk (index),Index,53
Wet,Day,Barafu,O09,Prey kill risk (index),Index,53
Dry,Day,Barafu,O09,Prey kill risk (index),Index,24
Wet,Night,Barafu,O09,Prey kill risk (index),Index,16
Dry,Night,Barafu,O09,Prey kill risk (index),Index,20
Wet,Day,Barafu,O10,Prey kill risk (index),Index,17
Dry,Day,Barafu,O10,Prey kill risk (index),Index,47
Wet,Night,Barafu,O10,Prey kill risk (index),Index,52
Dry,Night,Barafu,O10,Prey kill risk (index),Index,41
Wet,Day,Barafu,O11,Prey kill risk (index),Index,4
Dry,Day,Barafu,O11,Prey kill risk (index),Index,36
Wet,Night,Barafu,O11,Prey kill risk (index),Index,50
Dry,Night,Barafu,O11,Prey kill risk (index),Index,46
Wet,Day,Barafu,O12,Prey kill risk (index),Index,5
Dry,Night,Campsites,I06,Prey kill risk (index),Index,24
Wet,Day,Campsites,I07,Prey kill risk (index),Index,41
Dry,Day,Campsites,I07,Prey kill risk (index),Index,10
Wet,Night,Campsites,I07,Prey kill risk (index),Index,44
Dry,Night,Campsites,I07,Prey kill risk (index),Index,55
Wet,Day,Campsites,I08,Prey kill risk (index),Index,13
Dry,Day,Campsites,I08,Prey kill risk (index),Index,49
Wet,Night,Campsites,I08,Prey kill risk (index),Index,5
Dry,Night,Campsites,I08,Prey kill risk (index),Index,6
Wet,Day,Campsites,I09,Prey kill risk (index),Index,31
Dry,Day,Campsites,I09,Prey kill risk (index),Index,52
Wet,Night,Campsites,I09,Prey kill risk (index),Index,48
Dry,Night,Campsites,I09,Prey kill risk (index),Index,7
Wet,Day,Campsites,I10,Prey kill risk (index),Index,14
Dry,Day,Campsites,I10,Prey kill risk (index),Index,7
Wet,Night,Campsites,I10,Prey kill risk (index),Index,37
Dry,Day,Barafu,P06,Prey kill risk (index),Index,37
Wet,Night,Barafu,P06,Prey kill risk (index),Index,0
Dry,Night,Barafu,P06,Prey kill risk (index),Index,38
Wet,Day,Barafu,P07,Prey kill risk (index),Index,6
Dry,Day,Barafu,P07,Prey kill risk (index),Index,37
Wet,Night,Barafu,P07,Prey kill risk (index),Index,21
Dry,Day,Barafu,H04,Prey kill risk (index),Index,38
Wet,Night,Barafu,H04,Prey kill risk (index),Index,44
Dry,Night,Barafu,H04,Prey kill risk (index),Index,14
Wet,Day,Barafu,H05,Prey kill risk (index),Index,2
Dry,Day,Barafu,H05,Prey kill risk (index),Index,26
Wet,Night,Barafu,H05,Prey kill risk (index),Index,39
Dry,Night,Barafu,H05,Prey kill risk (index),Index,16
Wet,Day,Barafu,H06,Prey kill risk (index),Index,15
Dry,Day,Barafu,H06,Prey kill risk (index),Index,12
Wet,Night,Barafu,H06,Prey kill risk (index),Index,9
Dry,Night,Barafu,H06,Prey kill risk (index),Index,22
Wet,Day,Barafu,H07,Prey kill risk (index),Index,31
Dry,Day,Barafu,K03,Prey kill risk (index),Index,34
Wet,Night,Barafu,K03,Prey kill risk (index),Index,16
Dry,Night,Barafu,K03,Prey kill risk (index),Index,29
Wet,Day,Barafu,K04,Prey kill risk (index),Index,31
Dry,Day,Barafu,K04,Prey kill risk (index),Index,4
Wet,Night,Barafu,K04,Prey kill risk (index),Index,21
Dry,Night,Barafu,K04,Prey kill risk (index),Index,14
Wet,Day,Barafu,K05,Prey kill risk (index),Index,30
Wet,Day,Barafu,P13,Prey kill risk (index),Index,15
Dry,Day,Barafu,P13,Prey kill risk (index),Index,43
Wet,Night,Barafu,P13,Prey kill risk (index),Index,30
Dry,Night,Barafu,P13,Prey kill risk (index),Index,28
Wet,Day,Barafu,Q05,Prey kill risk (index),Index,29
Dry,Day,Barafu,Q05,Prey kill risk (index),Index,43
Wet,Night,Barafu,Q05,Prey kill risk (index),Index,21
Dry,Night,Barafu,Q05,Prey kill risk (index),Index,43
Dry,Day,Barafu,H11,Prey kill risk (index),Index,32
Wet,Night,Barafu,H11,Prey kill risk (index),Index,33
Dry,Night,Barafu,H11,Prey kill risk (index),Index,34
Wet,Day,Barafu,H12,Prey kill risk (index),Index,16
Wet,Day,Campsites,C04,Prey kill risk (index),Index,35
Dry,Day,Campsites,C04,Prey kill risk (index),Index,29
Wet,Night,Campsites,C04,Prey kill risk (index),Index,31
Dry,Night,Campsites,C04,Prey kill risk (index),Index,27
Wet,Day,Campsites,C05,Prey kill risk (index),Index,29
Dry,Day,Campsites,C05,Prey kill risk (index),Index,47
Wet,Night,Campsites,C05,Prey kill risk (index),Index,9
Dry,Night,Campsites,C05,Prey kill risk (index),Index,18
Wet,Day,Campsites,C06,Prey kill risk (index),Index,4
Dry,Day,Campsites,C06,Prey kill risk (index),Index,54
Wet,Night,Campsites,C06,Prey kill risk (index),Index,30
Dry,Night,Campsites,C06,Prey kill risk (index),Index,25
Wet,Day,Campsites,C07,Prey kill risk (index),Index,14
Dry,Day,Campsites,C07,Prey kill risk (index),Index,5
Wet,Night,Campsites,C07,Prey kill risk (index),Index,42
Wet,Night,Barafu,Q10,Prey kill risk (index),Index,13
Dry,Night,Barafu,Q10,Prey kill risk (index),Index,19
Wet,Day,Barafu,Q11,Prey kill risk (index),Index,16
Dry,Day,Barafu,Q11,Prey kill risk (index),Index,42
Wet,Night,Barafu,Q11,Prey kill risk (index),Index,48
Dry,Night,Barafu,Q11,Prey kill risk (index),Index,26
Wet,Day,Barafu,Q12,Prey kill risk (index),Index,26
Dry,Day,Barafu,Q12,Prey kill risk (index),Index,41
Wet,Night,Barafu,Q12,Prey kill risk (index),Index,27
Dry,Night,Barafu,Q12,Prey kill risk (index),Index,34
Dry,Day,Campsites,C10,Prey kill risk (index),Index,6
Wet,Night,Barafu,Q13,Prey kill risk (index),Index,44
Wet,Day,Barafu,L04,Prey kill risk (index),Index,22
Wet,Day,Campsites,C11,Prey kill risk (index),Index,17
Dry,Day,Campsites,C11,Prey kill risk (index),Index,34
Wet,Night,Campsites,C11,Prey kill risk (index),Index,15
Dry,Night,Campsites,C11,Prey kill risk (index),Index,55
Wet,Day,Campsites,C12,Prey kill risk (index),Index,26
Dry,Day,Campsites,C12,Prey kill risk (index),Index,42
Wet,Night,Campsites,C12,Prey kill risk (index),Index,15
Dry,Night,Campsites,C12,Prey kill risk (index),Index,41
Wet,Day,Campsites,C13,Prey kill risk (index),Index,22
Dry,Day,Campsites,C13,Prey kill risk (index),Index,15
Wet,Night,Campsites,C13,Prey kill risk (index),Index,47
Dry,Night,Campsites,C13,Prey kill risk (index),Index,38
Wet,Day,Campsites,D02,Prey kill risk (index),Index,57
Dry,Day,Campsites,D02,Prey kill risk (index),Index,13
Wet,Night,Campsites,D02,Prey kill risk (index),Index,46
Dry,Night,Campsites,D02,Prey kill risk (index),Index,48
Wet,Day,Campsites,D03,Prey kill risk (index),Index,15
Dry,Day,Campsites,D03,Prey kill risk (index),Index,33
Wet,Night,Campsites,D03,Prey kill risk (index),Index,7
